Unnamed: 0,店舗名,住所,緯度,経度,チェック
1408,あべのsolaha店,大阪府 大阪市阿倍野区 阿倍野筋1-1-43 あべのハルカス近鉄本店ウィング館3F,34.64645,135.513275,0
1409,関西国際空港2階店,大阪府 泉南郡 田尻町泉州空港中1 関西国際空港旅客ターミナルビル2階,34.429512,135.24118,0
1410,関西国際空港1階サウスゲート店,大阪府 泉南郡 田尻町泉州空港中1 関西国際空港旅客ターミナルビル1階,34.429512,135.24118,0
1411,肥後橋南店,大阪府 大阪市西区 江戸堀1-2-16 肥後橋南山下ビル,34.691753,135.496475,0
1412,西本町店,大阪府 大阪市西区 阿波座1-3-18 エッグビル本町,34.681175,135.49704,0
1413,四ツ橋店,大阪府 大阪市西区 北堀江1-1-18 四ツ橋イーストビル,34.67367573,135.4970184,0
1414,イオンモール大阪ドームシティ店,大阪府 大阪市西区 千代崎3-13-1,34.669487,135.477341,0
1415,海遊館店,大阪府 大阪市港区 海岸通1-1-10 海遊館,34.655342,135.43074,0
1416,そよら海老江店,大阪府 大阪市福島区 海老江1-5-52 そよら海老江,34.69817,135.475891,0
1417,ホテル京阪　ユニバーサル・タワー店,大阪府 大阪市此花区 島屋6-2-45 ホテル京阪 ユニバーサル・タワー,34.667362,135.437302,0
1418,なんばパークス店,大阪府 大阪市浪速区 難波中2-10-70 なんばパークス Tーterrace 2階,34.662411,135.501251,0
1419,JR難波駅前店,大阪府 大阪市浪速区 湊町1-2-3 マルイト難波ビル B1階,34.666981,135.49678,0
1420,阪急豊中駅前店,大阪府 豊中市 本町1-1-3 ティオ阪急豊中1階,34.787472,135.461853,0
1421,蛍池ルシオーレ店,大阪府 豊中市 蛍池中町3-2-1 ルシオーレ（310),34.794266,135.448837,0
1422,大阪国際空港国内線南ゲートエリア店,大阪府 豊中市 蛍池西町3-555 大阪国際空港ターミナルビル2F,34.787849,135.444946,0
1423,豊中ロマンチック街道店,大阪府 豊中市 向丘2-10-22,34.809994,135.472916,0
1424,千里中央店,大阪府 豊中市 新千里東町1-1-3 SENRITOよみうり,34.808811,135.494156,0
1425,豊中緑地公園店,大阪府 豊中市 東寺内町12-38,34.775429,135.496109,0
1426,箕面小野原店,大阪府 箕面市 小野原西5-5-19,34.830368,135.512161,0
1427,みのおキューズモール店,大阪府 箕面市 西宿1-17-22 みのおキューズモール,34.833054,135.490784,0
1428,阪急池田駅店,大阪府 池田市 栄町1-1 阪急池田ブランマルシェ２番館,34.821823,135.425629,0
1429,江坂オッツ店,大阪府 吹田市 豊津町14-8 江坂オッツ,34.758049,135.495895,0
1430,吹田山田店,大阪府 吹田市 山田東2-17-5,34.798515,135.525787,0
1431,ららぽーとEXPOCITY 2階店,大阪府 吹田市 千里万博公園2-1　 ららぽーとEXPOCITY 2階 20340(店舗番号),34.805485,135.53392,0
1432,ららぽーとEXPOCITY 1階店,大阪府 吹田市 千里万博公園2-1 ららぽーとEXPOCITY 1階 10350(店舗番号),34.805485,135.53392,0
1433,関西大学 千里山店,大阪府 吹田市 千里山東3-10-1,34.77408761,135.5110023,0
1434,阪急南千里店,大阪府 吹田市 津雲台1-1-2,34.79488,135.510178,0
1435,大阪大学医学部附属病院店,大阪府 吹田市 山田丘2-15 大阪大学医学部附属病院内,34.81937,135.527527,0
1436,イオン北千里店,大阪府 吹田市 古江台4-2-50 ディオス北千里7番館,34.820385,135.509125,0
1437,イオンタウン茨木太田店,大阪府 茨木市 城の前町2-1 イオンタウン茨木太田,34.837372,135.576157,0
1438,イオンモール茨木店,大阪府 茨木市 松ケ本町8-30,34.8103121,135.5583287,0
1439,茨木真砂店,大阪府 茨木市 真砂玉島台1-5,34.799839,135.582687,0
1440,立命館大学大阪いばらき店,大阪府 茨木市 岩倉町2-150,34.80991,135.56163,0
1441,高槻安満遺跡公園店,大阪府 高槻市 八丁畷町12-17,34.85583809,135.6330603,0
1442,ＪＲ高槻駅北店,大阪府 高槻市 芥川町1-2 B-0202号 アクトアモーレ,34.85228196,135.6171518,0
1443,高槻阪急スクエア店,大阪府 高槻市 白梅町4-1 高槻阪急スクエア1階,34.853638,135.618942,0
1444,松坂屋 高槻店,大阪府 高槻市 紺屋町2-1 松坂屋,34.850574,135.618408,0
1445,イオンモール大日店,大阪府 守口市 大日東町1-18 イオンモール大日,34.749195,135.579391,0
1446,京阪守口市駅店,大阪府 守口市 河原町1-1 エル守口,34.735836,135.566147,0
1447,イオンタウン守口店,大阪府 守口市 京阪本通2-2-4 イオンタウン守口１階　,34.737862,135.563629,0
1448,そよら古川橋駅前店,大阪府 門真市 末広町41-2 そよら古川橋駅前1階,34.73789297,135.5919721,0
1449,ららぽーと門真店,大阪府 門真市 松生町1-11 ららぽーと門真 1階(店舗番号16000),34.733517,135.582626,0
1450,TSUTAYA 香里園店,大阪府 寝屋川市 香里新町31-17,34.784962,135.630066,0
1451,ビバモール寝屋川店,大阪府 寝屋川市 寝屋南2-22-2 ビバモール寝屋川,34.766487,135.651672,0
1452,京阪枚方市駅店,大阪府 枚方市 岡東町19-19 京阪百貨店ひらかた店1階,34.815269,135.648102,0
1453,枚方 蔦屋書店,大阪府 枚方市 岡東町12-2,34.815697,135.649704,0
1454,東香里店,大阪府 枚方市 高田1-15-10,34.777679,135.659164,0
1455,関西外国語大学 中宮店,大阪府 枚方市 中宮東之町16-1,34.822128,135.667068,0
1456,くずは美咲店,大阪府 枚方市 楠葉朝日2-20,34.859375,135.687302,0
1457,くずはモール ハナノモール店,大阪府 枚方市 楠葉花園町15-1-Z105 くずはモール1階 ハナノモール,34.861504,135.677216,0
1458,くずはモール ダイニングストリート店,大阪府 枚方市 楠葉花園町15-1-112 くずはモール1階 ダイニングストリート,34.861504,135.677216,0
1459,アルビ住道店,大阪府 大東市 住道 2-3-1 アルビ住道内,34.70628,135.621765,0
1460,イオンモール四條畷店,大阪府 四條畷市 砂4-3-2,34.744938,135.631226,0
1461,近鉄東大阪店,大阪府 東大阪市 長堂1-1-1 近鉄東大阪店,34.664043,135.561966,0
1462,東大阪宝持店,大阪府 東大阪市 宝持4-2-18,34.655727,135.590225,0
1463,セブンパーク天美店,大阪府 松原市 天美東3-500 セブンパーク天美,34.59179334,135.5431777,0
1464,八尾青山通り店,大阪府 八尾市 高美町3-2-24,34.619854,135.610031,0
1465,TSUTAYA リノアス八尾店,大阪府 八尾市 光町2-60,34.629749,135.605331,0
1466,アリオ八尾店,大阪府 八尾市 光町2-3 アリオ八尾,34.632385,135.60582,0
1467,イオン藤井寺ショッピングセンター店,大阪府 藤井寺市 岡2-10-11 イオン藤井寺ショッピングセンター,34.573479,135.593781,0
1468,クロスモール富田林店,大阪府 富田林市 彼方1014-1 クロスモール富田林,34.477348,135.593552,0
1469,河内長野高向店,大阪府 河内長野市 高向825-1,34.442635,135.552887,0
1470,堺美原青南台店,大阪府 堺市美原区 青南台1-1-34,34.514843,135.570572,0
1471,ららぽーと堺店,大阪府 堺市美原区 黒山22-1 ららぽーと堺,34.542019,135.55838,0
1472,堺東中央線店,大阪府 堺市堺区 北向陽町2-2-3,34.580338,135.485733,0
1473,堺 泉ヶ丘駅前店,大阪府 堺市南区 茶山台1-2-3 泉ヶ丘ひろば専門店街,34.496689,135.513077,0
1474,泉北槇塚台店,大阪府 堺市南区 釜室1000-1,34.480343,135.519226,0
1475,泉南りんくう公園店,大阪府 泉南市 りんくう南浜3-201 泉南りんくう公園内,34.382992,135.267197,0
1476,イオンモールりんくう泉南店,大阪府 泉南市 りんくう南浜3-12,34.382992,135.267197,0
1477,イオンモール堺鉄砲町店,大阪府 堺市堺区 鉄砲町1 イオンモール堺鉄砲町,34.594856,135.481125,0
1478,堺フェニックス通り 利晶の杜店,大阪府 堺市堺区 宿院町西2丁1-41,34.576527,135.470337,0
1479,堺プラットプラット店,大阪府 堺市堺区 戎島町3-22-1,34.58195947,135.4694768,0
1480,イオンモール堺北花田店,大阪府 堺市北区 東浅香山町4丁1-12,34.584618,135.513718,0
1481,そよら新金岡店,大阪府 堺市北区 新金岡町4-1-11 そよら新金岡,34.566887,135.515793,0
1482,堺百舌鳥店,大阪府 堺市北区 百舌鳥陵南町2-633-1,34.546875,135.492599,0
1483,アリオ鳳店,大阪府 堺市西区 鳳南町3-199-12 アリオ鳳,34.526146,135.456894,0
1484,和泉府中店,大阪府 和泉市 府中町4-16-3,34.482712,135.426804,0
1485,ららぽーと和泉店,大阪府 和泉市 あゆみ野4-4-7,34.435585,135.448669,0
1486,岸和田小松里店,大阪府 岸和田市 小松里町2550,34.466248,135.396744,0
1487,そよら東岸和田店,大阪府 岸和田市 土生町2-32-39 そよら東岸和田1階,34.447617,135.381485,0
1488,りんくうプレミアム・アウトレット シーサイド店,大阪府 泉佐野市 りんくう往来南3-28 りんくうプレミアム・アウトレット Sea Side エリア1階,34.406223,135.295151,0
1489,りんくうプレミアム・アウトレット店,大阪府 泉佐野市 りんくう往来南3‐28 りんくうプレミアム・アウトレット 1F,34.406223,135.295151,0
1490,EKIZO 神戸三宮店,兵庫県 神戸市中央区 加納町4-2-1 神戸三宮阪急ビル,34.69405,135.193619,0
1491,神戸北野異人館店,兵庫県 神戸市中央区 北野町3-1-31 北野物語館,34.699791,135.190384,0
1492,三宮生田新道店,兵庫県 神戸市中央区 下山手通2-1-13 第１３シャルマンビル,34.693092,135.190857,0
1493,神戸BAL店,兵庫県 神戸市中央区 三宮町3-6-1,34.690075,135.190475,0
1494,神戸旧居留地店,兵庫県 神戸市中央区 栄町通1-2-1 ＭＲＳＸビル,34.687683,135.189362,0
1495,PLiCO神戸店,兵庫県 神戸市中央区 相生町3-1-1 PLiCO神戸,34.679741,135.177948,0
1496,神戸メリケンパーク店,兵庫県 神戸市中央区 波止場町2-4,34.684692,135.189758,0
1497,神戸ハーバーランドumie店,兵庫県 神戸市中央区 東川崎町1-7-2 A201,34.67952,135.182602,0
1498,神戸ハーバーランドumie MOSAIC店,兵庫県 神戸市中央区 東川崎町1-6-1 神戸ハーバーランドumie MOSAIC　2F,34.679356,135.184692,0
1499,三宮磯上通店,兵庫県 神戸市中央区 磯上通7-1-19 PROGRESS KOBE,34.692085,135.196884,0
1500,神戸国際会館ＳＯＬ店,兵庫県 神戸市中央区 御幸通8-1-6 神戸国際会館 B1F,34.691883,135.195938,0
1501,ミント神戸店,兵庫県 神戸市中央区 雲井通7-1-1 ミント神戸,34.694664,135.195938,0
1502,三宮ダイエー店,兵庫県 神戸市中央区 雲井通6-1-15 三宮ダイエー,34.695,135.196228,0
1503,イオンモール神戸北店,兵庫県 神戸市北区 上津台8-1-1 イオンモール神戸北,34.860859,135.196518,0
1504,神戸上津台店,兵庫県 神戸市北区 上津台9-2-13,34.862183,135.199905,0
1505,神戸三田プレミアム・アウトレット店,兵庫県 神戸市北区 上津台7-3 神戸三田プレミアム・アウトレット(120区),34.8592,135.191727,0
1506,学園都市キャンパススクェア店,兵庫県 神戸市西区 学園西町1-4 キャンパススクェア,34.683105,135.057236,0
1507,プレンティ西神中央店,兵庫県 神戸市西区 糀台5-6-1 プレンティ 二番館2階,34.719322,135.018387,0
1508,須磨海浜公園店,兵庫県 神戸市須磨区 須磨浦通1-1-3 須磨海浜公園 松の社ヴィレッジA棟1階,34.644138,135.126984,0
1509,須磨大丸店,兵庫県 神戸市須磨区 中落合2-2-4 大丸 須磨店,34.67837984,135.094435,0
1510,PLiCO垂水店,兵庫県 神戸市垂水区 神田町1-20 プリコ垂水 西館,34.629021,135.053055,0
1511,神戸西舞子店,兵庫県 神戸市垂水区 西舞子1-10-4,34.639915,135.025269,0
1512,神戸垂水桃山台店,兵庫県 神戸市垂水区 下畑町小川1400-12,34.650688,135.084778,0
1513,淡路サービスエリア（下り線）店,兵庫県 淡路市 岩屋2568 淡路サービスエリア（下り線）,34.583183,135.017639,0
1514,住吉リブ店,兵庫県 神戸市東灘区 住吉本町1-2-1,34.71996497,135.2619819,0
1515,阪神御影クラッセ店,兵庫県 神戸市東灘区 御影中町3-2-1 御影クラッセ,34.716091,135.254868,0
1516,摂津本山岡本ビル店,兵庫県 神戸市東灘区 岡本1-2-17 摂津本山二楽園ビル,34.727222,135.276443,0
1517,芦屋モンテメール店,兵庫県 芦屋市 船戸町1-31 モンテメール,34.734478,135.306412,0
1518,尼崎つかしん店,兵庫県 尼崎市 塚口本町4-8-1 グンゼタウンセンターつかしん,34.761581,135.417938,0
1519,あまがさきキューズモール店,兵庫県 尼崎市 潮江1-3-1 あまがさきキューズモール,34.733112,135.431763,0
1520,ビエラ塚口店,兵庫県 尼崎市 上坂部1-1-1 ビエラ塚口,34.751328,135.425171,0
1521,西宮鞍掛店,兵庫県 西宮市 鞍掛町6-7,34.729156,135.338669,0
1522,西宮建石店,兵庫県 西宮市 建石町2-33,34.728241,135.334,0
1523,エビスタ西宮店,兵庫県 西宮市 田中町1-6 エビスタ西宮,34.737003,135.338486,0
1524,関西学院大学店,兵庫県 西宮市 上ヶ原一番町1-155,34.767162,135.34436,0
1525,アクタ西宮店,兵庫県 西宮市 北口町1-2 ACTA西宮 東館,34.746296,135.35701,0
1526,ビエラ甲子園口店,兵庫県 西宮市 甲子園口2-1-37,34.738506,135.375137,0
1527,阪神甲子園駅前店,兵庫県 西宮市 甲子園高潮町4-3,34.723652,135.362946,0
1528,ららぽーと甲子園店,兵庫県 西宮市 甲子園八番町1-100 ららぽーと甲子園,34.717068,135.36261,0
1529,阪急西宮ガーデンズ店,兵庫県 西宮市 高松町14-2 阪急西宮ガーデンズ,34.743858,135.360275,0
1530,イオンモール伊丹昆陽店,兵庫県 伊丹市 池尻4-1-1 イオンモール伊丹昆陽,34.784988,135.381805,0
1531,イオンモール伊丹店,兵庫県 伊丹市 藤ノ木1-1-1,34.781769,135.423691,0
1532,中山寺店,兵庫県 宝塚市 中筋8-11-58,34.813801,135.374603,0
1533,川西加茂店,兵庫県 川西市 加茂6-2-22,34.812073,135.411301,0
1534,新三田桜のこみち公園店,兵庫県 三田市 福島1-1,34.916977,135.219009,0
1535,三田キッピーモール店,兵庫県 三田市 駅前町2-1 キッピーモール 2階,34.888165,135.229492,0
1536,姫路市川橋通店,兵庫県 姫路市 市川橋通1-20,34.828152,134.712158,0
1537,ピオレ姫路1階店,兵庫県 姫路市 豆腐町222 ピオレ姫路2,34.826965,134.688904,0
1538,ピオレ姫路4階店,兵庫県 姫路市 駅前町188-1 ピオレ姫路1,34.827621,134.690842,0
1539,イオンモール姫路大津店,兵庫県 姫路市 大津区大津町2-5 イオンモール姫路大津,34.806774,134.606537,0
1540,姫路南店,兵庫県 姫路市 飾磨区三宅3-3,34.810265,134.680832,0
1541,姫路飾磨店,兵庫県 姫路市 飾磨区恵美酒236,34.804646,134.672791,0
1542,イオンモール姫路リバーシティー店,兵庫県 姫路市 飾磨区細江2560,34.79826,134.668427,0
1543,三木サービスエリア(下り線)店,兵庫県 三木市 加佐湯谷1142 三木サービスエリア(下り線),34.805687,134.979767,0
1544,三木サービスエリア(上り線)店,兵庫県 三木市 大村大門1067-110 三木サービスエリア(上り線),34.802406,134.969208,0
1545,ピオレ明石店,兵庫県 明石市 大明石町1-1-23 ピオレ明石,34.648937,134.992722,0
1546,明石ビブレ店,兵庫県 明石市 大久保町ゆりのき通り 1-3-2 明石ビブレ,34.678043,134.93573,0
1547,明石魚住店,兵庫県 明石市 魚住町清水463-3,34.705387,134.909348,0
1548,TSUTAYA パークタウン加古川店,兵庫県 加古川市 加古川町寺家町269-1 ミーツテラス,34.770832,134.834595,0
1549,加古川別府店,兵庫県 加古川市 別府町朝日町11-1,34.729984,134.850006,0
1550,兵庫播磨店,兵庫県 加古郡 播磨町南大中3-3-30,34.723682,134.868408,0
1551,イオンモール加西北条店,兵庫県 加西市 北条町北条308-1,34.930515,134.828217,0
1552,高砂小松原店,兵庫県 高砂市 荒井町小松原4-1005,34.764053,134.805649,0
1553,イオンモール奈良登美ヶ丘店,奈良県 生駒市 鹿畑町3027 イオンモール奈良登美ヶ丘,34.725803,135.750748,0
1554,北生駒ならやま大通り店,奈良県 生駒市 上町3420-1,34.718609,135.721741,0
1555,奈良 蔦屋書店,奈良県 奈良市 三条大路1-691-1,34.683109,135.80304,0
1556,奈良鴻ノ池運動公園店,奈良県 奈良市 法蓮佐保山4-1703-1　,34.697392,135.828415,0
1557,JR奈良駅旧駅舎店,奈良県 奈良市 三条本町1082 奈良市総合観光案内所,34.679401,135.81842,0
1558,奈良公園バスターミナル店,奈良県 奈良市 登大路町76 奈良公園バスターミナル2階,34.685051,135.834244,0
1559,奈良猿沢池店,奈良県 奈良市 樽井町1,34.681751,135.830109,0
1560,奈良学園前駅店,奈良県 奈良市 学園南3-1-5 奈良西部会館 1F,34.696838,135.750397,0
1561,奈良西大寺駅前店,奈良県 奈良市 西大寺東町2-1-63 サンワシティ西大寺,34.694023,135.783539,0
1562,ならファミリー店,奈良県 奈良市 西大寺東町2-4-1 ならファミリー 2階,34.695045,135.785141,0
1563,橿原中和幹線常盤店,奈良県 橿原市 常盤町549-1,34.519978,135.813477,0
1564,橿原中和幹線葛本店,奈良県 橿原市 葛本町789-１,34.520573,135.805649,0
1565,イオンモール橿原店,奈良県 橿原市 曲川町7-20-1-102,34.505554,135.764832,0
1566,大和高田店,奈良県 大和高田市 神楽281-4,34.527695,135.744598,0
1567,大和高田市役所通り店,奈良県 大和高田市 大中100-1,34.51506,135.737167,0
1568,奈良西大和ニュータウン店,奈良県 北葛城郡 河合町薬井476-4,34.590027,135.711548,0
1569,大和郡山アピタ店,奈良県 大和郡山市 田中町宮西517 アピタ大和郡山店,34.642391,135.769135,0
1570,イオンモール大和郡山店,奈良県 大和郡山市 下三橋町741 イオンモール大和郡山,34.650848,135.802139,0
1571,イオンモール大和郡山 中央コート店,奈良県 大和郡山市 下三橋町741 イオンモール大和郡山,34.650848,135.802139,0
1572,蔦屋書店 和歌山市民図書館店,和歌山県 和歌山市 屏風丁17,34.236183,135.167267,0
1573,和歌山昭和通り店,和歌山県 和歌山市 神前174-5,34.215488,135.20105,0
1574,ガーデンパーク和歌山店,和歌山県 和歌山市 松江向鵜ノ島1469-1 ガーデンパーク和歌山,34.241173,135.13063,0
1575,イオンモール和歌山店,和歌山県 和歌山市 中楠谷573 イオンモール和歌山,34.271103,135.148483,0
1576,和歌山パームシティ店,和歌山県 和歌山市 中野長差31-1 パームシティ和歌山,34.25621,135.140472,0
1577,和歌山県立医科大学附属病院店,和歌山県 和歌山市 紀三井寺811-1 和歌山県立医科大学附属病院,34.187664,135.181717,0
1578,和歌山大浦街道店,和歌山県 和歌山市 西小二里2-4-80,34.2038,135.159332,0
1579,メッサオークワ 和歌山高松店,和歌山県 和歌山市 西高松1-7-88 メッサオークワ 高松店,34.209312,135.170441,0
1580,海南nobinos店,和歌山県 海南市 日方1525-6 海南nobinos,34.155094,135.209442,0
1581,和歌山橋本店,和歌山県 橋本市 隅田町下兵庫615-1,34.321774,135.629425,0
1582,和歌山岩出店,和歌山県 岩出市 大町9-3,34.25967,135.321091,0
1583,シャミネ鳥取店,鳥取県 鳥取市 東品治町112-13,35.494907,134.22345,0
1584,イオンモール鳥取北店,鳥取県 鳥取市 晩稲348,35.523964,134.201614,0
1585,米子 TSUTAYA角盤町店,鳥取県 米子市 角盤町4-41,35.437286,133.32785,0
1586,イオンモール日吉津店,鳥取県 西伯郡 日吉津村日吉津1160-1 イオンモール日吉津,35.445347,133.38736,0
1587,シャミネ松江店,島根県 松江市 朝日町472-2,35.46386,133.06279,0
1588,出雲今市店,島根県 出雲市 今市町北本町4-1-16,35.368271,132.761703,0
1589,ゆめタウン出雲店,島根県 出雲市 大塚町650-1 ゆめタウン出雲,35.377205,132.754807,0
1590,松江玉湯店,島根県 松江市 玉湯町布志名637-1,35.435143,133.021011,0
1591,出雲大社店,島根県 出雲市 大社町杵築南841,35.396343,132.685959,0
1592,岡山一番街店,岡山県 岡山市北区 駅元町一番街地下4号,34.665607,133.918015,0
1593,さんすて岡山店,岡山県 岡山市北区 駅元町1-1 サンステーションテラス岡山,34.665607,133.918015,0
1594,岡山大安寺店,岡山県 岡山市北区 野殿西町329-1 ハピーズ大安寺,34.659546,133.880798,0
1595,イオンモール岡山5階店,岡山県 岡山市北区 下石井1-2-1,34.662712,133.9189,0
1596,イオンモール岡山1階店,岡山県 岡山市北区 下石井1-2-1 イオンモール岡山,34.662712,133.9189,0
1597,岡山青江店,岡山県 岡山市北区 青江1-1-5,34.637459,133.918228,0
1598,岡山中仙道店,岡山県 岡山市北区 中仙道1-4-13,34.645672,133.889832,0
1599,岡山大学病院店,岡山県 岡山市北区 鹿田町2-5-1 岡山大学病院　,34.65099,133.920837,0
1600,岡山天満屋店,岡山県 岡山市北区 中山下2-3-4 岡山天満屋 県庁通り館1F,34.662334,133.927963,0
1601,岡山シネマタウン岡南店,岡山県 岡山市南区 築港新町1-25-1 シネマタウン岡南,34.603302,133.940384,0
1602,岡山けやき通り店,岡山県 岡山市中区 西川原124-1,34.680775,133.941833,0
1603,岡山平井店,岡山県 岡山市中区 平井7-19-8,34.634056,133.951828,0
1604,岡山西大寺店,岡山県 岡山市東区 西大寺中野427-1,34.65451,134.023834,0
1605,イオンモール津山店,岡山県 津山市 河辺1000-1 イオンモール津山,35.05909,134.051727,0
1606,倉敷平田店,岡山県 倉敷市 平田283-1,34.615608,133.776489,0
1607,倉敷天満屋店,岡山県 倉敷市 阿知1-7-1 天満屋　倉敷店,34.602062,133.767487,0
1608,イオンモール倉敷店,岡山県 倉敷市 水江1 イオンモール倉敷,34.601658,133.744385,0
1609,倉敷中島店,岡山県 倉敷市 中島2236-102 ハピーズ倉敷中島,34.582146,133.74115,0
1610,三井アウトレットパーク倉敷店,岡山県 倉敷市 寿町12-3 三井アウトレットパーク倉敷,34.603951,133.761246,0
1611,倉敷安江店,岡山県 倉敷市 安江85-1,34.595581,133.750229,0
1612,倉敷笹沖店,岡山県 倉敷市 笹沖6-1,34.575466,133.771423,0
1613,蔦屋書店 高梁市図書館店,岡山県 高梁市 旭町1306,34.788296,133.616104,0
1614,JR福山駅店,広島県 福山市 三之丸町30-1 福山駅構内,34.4893046,133.3623508,0
1615,福山多治米店,広島県 福山市 多治米町4-12-12,34.467308,133.376938,0
1616,福山サービスエリア（下り線）店,広島県 福山市 津之郷町津之郷333-2 山陽自動車道 福山サービスエリア(下り線),34.491287,133.315521,0
1617,TSUTAYA 駅家店,広島県 福山市 駅家町近田104,34.542862,133.318985,0
1618,福山ポートプラザ天満屋店,広島県 福山市 入船町3-1-25 福山ポートプラザ,34.486069,133.376144,0
1619,TSUTAYA 伊勢丘店,広島県 福山市 伊勢丘3-1-1,34.503517,133.420792,0
1620,福山蔵王店,広島県 福山市 南蔵王町6-2-14,34.500393,133.401031,0
1621,福山南蔵王182号店,広島県 福山市 南蔵王町2-26-46,34.503048,133.398102,0
1622,三原店,広島県 三原市 皆実2-3-14,34.392506,133.064407,0
1623,尾道高須店,広島県 尾道市 高須町4789-1,34.432205,133.237305,0
1624,広島市中央公園店,広島県 広島市中区 基町5-25 SHIMINT HIROSHIMA F棟,34.396023,132.455566,0
1625,紙屋町シャレオ店,広島県 広島市中区 紙屋町 地下街シャレオ202,34.394382,132.458588,0
1626,広島パルコ店,広島県 広島市中区 新天地2-1 広島パルコ 新館5階,34.392277,132.462921,0
1627,広島本通り店,広島県 広島市中区 本通り9-1,34.392918,132.459885,0
1628,ＮＨＫ広島ビル店,広島県 広島市中区 大手町2-11-10 ＮＨＫ広島放送センター 2F,34.390347,132.455399,0
1629,広島三越店,広島県 広島市中区 胡町5-1 広島三越,34.393284,132.464691,0
1630,広島赤十字・原爆病院店,広島県 広島市中区 千田町1-9-6,34.381413,132.455261,0
1631,TSUTAYA BOOKSTORE ラクア緑井店,広島県 広島市安佐南区 緑井5-22-1 ラクア緑井,34.467136,132.478088,0
1632,イオンモール広島祇園店,広島県 広島市安佐南区 祇園3-2-1 イオンモール広島祇園,34.443783,132.461578,0
1633,ジ アウトレット広島店,広島県 広島市佐伯区 石内東4-1-1 THE OUTLETS HIROSHIMA,34.410095,132.397629,0
1634,広島段原店,広島県 広島市南区 段原日出2-3-1,34.387173,132.484848,0
1635,ekie広島店,広島県 広島市南区 松原町1-2,34.398319,132.475952,0
1636,広島 蔦屋家電店,広島県 広島市南区 松原町3-1-1,34.395535,132.47731,0
1637,広島大宮店,広島県 広島市西区 大宮1-26-4,34.419628,132.457291,0
1638,広島 蔦屋書店,広島県 広島市西区 扇2-1-45,34.37151,132.407181,0
1639,広島アルパーク店,広島県 広島市西区 草津新町2-26-1 アルパーク,34.37373,132.394516,0
1640,イオン宇品店,広島県 広島市南区 宇品東6-1-15 イオン宇品ショッピングセンター,34.362583,132.469528,0
1641,ゆめタウン広島店,広島県 広島市南区 皆実町2-224-7 ゆめタウン広島,34.376289,132.463593,0
1642,広島大学病院店,広島県 広島市南区 霞1-2-3 広島大学病院・（財）緑風会内,34.380127,132.477371,0
1643,イオンモール広島府中 3階店,広島県 安芸郡 府中町大須2-1-1 イオンモール広島府中,34.394566,132.499527,0
1644,イオンモール広島府中 1階店,広島県 安芸郡 府中町大須2-1-1,34.394566,132.499527,0
1645,呉医療センター店,広島県 呉市 青山町3-1 呉医療センター,34.238857,132.565506,0
1646,ゆめタウン呉店,広島県 呉市 宝町5-10 ゆめタウン呉,34.242977,132.556091,0
1647,ゆめタウン廿日市店,広島県 廿日市市 下平良2-2-1,34.345757,132.335617,0
1648,宮島サービスエリア(下り線)店,広島県 廿日市市 上平良293 宮島サービスエリア(下り線),34.364578,132.318146,0
1649,ゆめモール西条店,広島県 東広島市 西条町助実原比1212-1,34.415848,132.77095,0
1650,厳島表参道店,広島県 廿日市市 宮島町459-2,34.272606,132.309982,0
1651,小谷サービスエリア(上り線)店,広島県 東広島市 高屋町小谷5661 小谷サービスエリア(上り線),34.432034,132.83699,0
1652,蔦屋書店 周南市立徳山駅前図書館店,山口県 周南市 御幸通2-28-2,34.050465,131.802597,0
1653,防府店,山口県 防府市 開出西町23-3,34.051563,131.546936,0
1654,下関あるかぽーと店,山口県 下関市 あるかぽーと2-28,33.953407,130.941116,0
1655,大丸下関店,山口県 下関市 竹崎町4-4-10 大丸下関,33.949104,130.92363,0
1656,下関一の宮町店,山口県 下関市 一の宮町2-17-8,34.000042,130.951569,0
1657,ゆめシティ新下関店,山口県 下関市 伊倉新町3-1-1 ゆめシティ,34.007175,130.935349,0
1658,山口市中央公園店,山口県 山口市 中園町7-10,34.169693,131.465485,0
1659,ゆめタウン山口店,山口県 山口市 大内千坊6-9-1 ゆめタウン山口,34.159306,131.490845,0
1660,宇部琴芝店,山口県 宇部市 東琴芝1-4-53,33.957401,131.256714,0
1661,おのだサンパーク店,山口県 山陽小野田市 中川6-4-1 おのだサンパーク,33.985802,131.170547,0
1662,徳島北田宮店,徳島県 徳島市 北田宮2-1-8,34.086647,134.544083,0
1663,徳島駅クレメントプラザ店,徳島県 徳島市 寺島本町西1-61 徳島駅クレメントプラザ,34.074863,134.549835,0
1664,イオンモール徳島店,徳島県 徳島市 南末広町4-1,34.063049,134.573135,0
1665,徳島万代店,徳島県 徳島市 万代町5-8-2-1,34.062763,134.564438,0
1666,徳島沖浜店,徳島県 徳島市 沖浜2-5,34.053226,134.552719,0
1667,ゆめタウン徳島店,徳島県 板野郡 藍住町奥野東中須88-1 ゆめタウン徳島,34.119118,134.500977,0
1668,JR高松駅店,香川県 高松市 浜ノ町1-20 COM高松,34.350414,134.047607,0
1669,高松丸亀町フェスタ店,香川県 高松市 丸亀町6-1 フェスタ河野１,34.342861,134.049652,0
1670,高松瓦町駅店,香川県 高松市 常磐町1-3-1 琴電瓦町ビル,34.338688,134.052551,0
